,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
multiplicative,1795.29,3.23,0.0,0.7,34.6,0.0,0
nobias,1795.77,2.87,0.48,0.3,34.39,2.15,0
additive,1799.02,5.5,3.73,0.0,34.69,2.81,0
