,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2773.21,3.45,0.0,1.0,24.96,0.0,0
GLAM,2788.06,3.68,14.86,0.0,24.89,3.89,0
nobias,2901.09,2.29,127.88,0.0,20.97,19.29,0
