,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,22618.78,5.19,0.0,0.89,108.51,0.0,1
multiplicative,22624.6,5.1,5.81,0.11,108.36,5.43,0
nobias,22675.69,4.27,56.9,0.0,107.0,14.99,1
