,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1684.89,3.71,0.0,0.64,22.97,0.0,0
GLAM,1685.09,3.63,0.2,0.26,22.78,3.02,0
nobias,1704.67,2.59,19.78,0.09,24.61,10.41,0
