,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2721.0,3.98,0.0,1.0,25.59,0.0,0
GLAM,2737.62,4.58,16.62,0.0,27.04,4.99,0
nobias,2775.59,3.05,54.59,0.0,26.57,14.03,0
