,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1573.55,4.56,0.0,0.59,21.79,0.0,1
GLAM,1574.81,4.07,1.27,0.28,22.21,4.27,0
nobias,1580.82,3.39,7.27,0.13,21.75,7.36,0
