,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
multiplicative,1525.39,4.35,0.0,0.64,20.32,0.0,0
additive,1526.11,4.5,0.72,0.32,20.36,3.11,0
nobias,1531.97,3.47,6.58,0.04,19.89,5.64,0
