,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2588.11,3.07,0.0,1.0,21.99,0.0,0
GLAM,2597.62,3.17,9.51,0.0,21.83,3.95,0
nobias,2628.77,2.41,40.66,0.0,22.26,11.12,0
