,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1690.29,4.13,0.0,0.73,28.5,0.0,1
GLAM,1691.93,4.08,1.64,0.0,28.8,1.75,1
nobias,1693.71,2.7,3.43,0.27,29.74,5.62,0
