,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1589.32,5.51,0.0,0.93,22.77,0.0,0
GLAM,1595.8,5.98,6.47,0.0,22.79,4.07,1
nobias,1620.62,3.16,31.3,0.07,19.74,11.63,0
