,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1820.3,4.63,0.0,0.71,28.96,0.0,0
additive,1827.53,6.07,7.23,0.0,28.31,3.47,0
nobias,1828.29,3.17,7.99,0.29,29.26,9.3,0
