,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,20260.5,4.39,0.0,0.9,93.26,0.0,0
additive,20286.2,4.54,25.7,0.0,93.01,9.43,0
nobias,20333.08,3.16,72.57,0.1,92.39,19.35,0
