,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2618.42,3.82,0.0,1.0,25.67,0.0,0
GLAM,2625.58,4.93,7.15,0.0,26.87,4.68,0
nobias,2716.73,2.41,98.3,0.0,20.48,16.26,0
