,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,1731.7,2.99,0.0,0.38,21.11,0.0,0
multiplicative,1733.87,4.65,2.18,0.57,21.53,8.86,0
nobias,1800.61,2.36,68.91,0.05,23.21,13.94,0
