,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,21045.53,4.13,0.0,0.98,96.65,0.0,0
GLAM,21066.27,4.34,20.75,0.0,96.09,7.71,0
nobias,21134.36,3.13,88.84,0.02,97.32,19.52,0
