,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2830.99,3.65,0.0,0.62,24.7,0.0,0
GLAM,2831.47,3.96,0.48,0.38,25.04,2.73,0
nobias,2927.78,2.77,96.79,0.0,23.51,17.6,0
