,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,1533.53,5.06,0.0,0.62,19.75,0.0,0
multiplicative,1535.53,6.15,2.0,0.3,19.51,4.9,0
nobias,1560.34,3.98,26.81,0.08,22.74,11.62,0
