,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
nobias,1710.9,2.64,0.0,1.0,28.2,0.0,0
GLAM,1712.06,3.11,1.17,0.0,28.01,2.06,0
additive,1712.56,3.83,1.66,0.0,28.0,1.68,0
