,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1743.69,3.81,0.0,0.96,23.81,0.0,1
additive,1747.93,3.57,4.24,0.0,23.9,4.27,0
nobias,1793.2,2.56,49.51,0.04,23.93,14.21,0
