,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1748.3,4.06,0.0,0.95,25.87,0.0,0
GLAM,1752.61,4.12,4.31,0.0,25.96,2.74,0
nobias,1762.03,2.92,13.72,0.05,25.73,7.71,0
