,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2753.79,3.91,0.0,0.99,33.81,0.0,0
GLAM,2756.3,4.42,2.51,0.0,33.58,3.21,0
nobias,2785.67,2.73,31.89,0.01,31.38,10.69,0
