,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2634.49,3.45,0.0,0.58,30.91,0.0,0
GLAM,2635.19,3.54,0.69,0.42,32.0,5.22,0
nobias,2670.48,2.73,35.99,0.0,32.4,11.39,0
