,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1824.88,4.28,0.0,0.91,28.89,0.0,0
additive,1828.43,4.26,3.55,0.0,28.36,3.52,0
nobias,1839.83,2.98,14.95,0.09,27.69,8.66,0
