,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,20271.57,5.75,0.0,0.93,92.71,0.0,0
GLAM,20328.17,6.35,56.6,0.0,92.01,12.11,0
nobias,20496.78,2.87,225.21,0.07,99.27,33.22,0
