,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1569.69,4.21,0.0,0.75,23.0,0.0,0
GLAM,1575.05,6.44,5.36,0.25,21.29,6.74,1
nobias,1590.33,4.02,20.64,0.0,24.3,7.61,0
