,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,23195.05,3.68,0.0,0.73,96.11,0.0,0
additive,23202.72,3.67,7.67,0.26,96.68,8.22,0
nobias,23277.86,2.64,82.81,0.01,92.44,19.35,0
