,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1958.29,4.74,0.0,1.0,22.55,0.0,1
GLAM,1963.38,4.68,5.09,0.0,22.51,3.64,0
nobias,2036.46,2.85,78.17,0.0,17.67,14.54,0
