,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,1690.45,4.23,0.0,0.75,28.52,0.0,0
multiplicative,1691.69,3.93,1.24,0.0,28.79,1.69,0
nobias,1694.13,2.88,3.68,0.25,29.77,5.6,0
