,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,1678.7,3.67,0.0,0.74,22.48,0.0,0
multiplicative,1679.64,3.57,0.94,0.0,22.65,1.37,0
nobias,1681.36,2.48,2.66,0.26,22.99,4.95,0
