,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2864.13,3.91,0.0,0.9,26.45,0.0,0
GLAM,2867.26,4.29,3.13,0.0,26.76,1.9,0
nobias,2900.35,2.4,36.22,0.1,24.4,13.54,0
