,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2753.86,3.36,0.0,1.0,22.72,0.0,0
multiplicative,2759.84,4.11,5.98,0.0,22.8,3.05,0
nobias,2806.28,2.65,52.43,0.0,19.09,12.4,0
