,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,21532.48,4.64,0.0,0.67,99.67,0.0,0
GLAM,21551.27,4.96,18.79,0.33,97.43,16.28,0
nobias,21951.91,3.45,419.44,0.0,97.59,39.24,0
