,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,1748.3,4.08,0.0,0.95,25.89,0.0,0
multiplicative,1752.61,4.12,4.31,0.0,25.95,2.76,0
nobias,1762.03,2.92,13.73,0.05,25.73,7.74,0
