,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,22481.93,4.73,0.0,0.74,109.45,0.0,0
additive,22494.86,4.33,12.93,0.17,109.44,10.91,0
nobias,22610.67,3.36,128.74,0.09,106.67,26.97,0
