,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1786.74,5.19,0.0,0.82,21.87,0.0,0
GLAM,1793.62,5.42,6.87,0.0,21.67,4.08,0
nobias,1818.76,2.79,32.02,0.18,21.32,14.75,0
