,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1856.71,4.09,0.0,0.6,22.09,0.0,0
additive,1856.9,4.08,0.19,0.09,22.12,1.39,0
nobias,1859.13,2.6,2.42,0.31,22.57,5.12,0
