,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1611.86,4.32,0.0,0.58,23.09,0.0,0
GLAM,1612.93,3.54,1.07,0.42,23.1,5.29,0
nobias,1632.76,2.73,20.9,0.0,23.98,10.38,0
