,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
multiplicative,1893.48,2.95,0.0,1.0,28.0,0.0,0
additive,1894.91,3.44,1.43,0.0,27.64,1.54,0
nobias,1900.39,2.65,6.91,0.0,28.58,5.85,0
