,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1687.33,5.4,0.0,0.87,21.98,0.0,1
additive,1688.73,4.75,1.41,0.0,21.2,3.66,0
nobias,1740.8,2.52,53.47,0.13,18.87,17.47,0
