,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,2834.13,4.19,0.0,0.85,33.37,0.0,0
additive,2838.82,6.22,4.69,0.0,33.3,3.02,1
nobias,2845.1,3.11,10.98,0.15,33.52,8.27,0
