,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1580.64,3.96,0.0,0.63,19.65,0.0,0
additive,1580.98,3.82,0.34,0.1,19.48,2.02,0
nobias,1582.8,2.87,2.16,0.27,20.57,4.6,0
