,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1987.71,4.26,0.0,1.0,25.36,0.0,0
additive,1994.36,4.35,6.65,0.0,24.8,2.81,0
nobias,2009.41,2.84,21.7,0.0,23.55,9.19,0
