,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
nobias,1649.04,2.93,0.0,0.63,22.96,0.0,0
multiplicative,1649.56,3.75,0.52,0.37,23.26,2.91,0
additive,1650.82,4.11,1.78,0.0,23.07,1.84,1
