,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1489.88,4.59,0.0,0.82,18.87,0.0,1
GLAM,1496.22,4.62,6.34,0.0,19.11,3.65,1
nobias,1497.82,3.41,7.95,0.18,20.67,7.15,0
