,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1642.09,4.38,0.0,1.0,25.66,0.0,0
GLAM,1646.15,6.34,4.06,0.0,25.41,3.05,1
nobias,1693.58,2.78,51.49,0.0,24.43,15.08,0
