,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1540.73,3.73,0.0,0.78,20.46,0.0,0
nobias,1542.29,2.93,1.55,0.22,20.09,3.39,0
additive,1542.81,4.07,2.08,0.0,20.13,1.67,0
