,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,1677.8,3.09,0.0,0.98,23.54,0.0,0
multiplicative,1685.0,4.66,7.2,0.02,24.26,5.72,0
nobias,1719.09,2.85,41.28,0.0,22.64,11.33,0
