,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1589.8,4.87,0.0,0.5,26.44,0.0,0
GLAM,1590.07,4.85,0.27,0.5,26.93,4.12,0
nobias,1651.0,4.75,61.2,0.0,25.89,13.64,0
