,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2710.63,4.8,0.0,0.51,36.26,0.0,1
multiplicative,2710.71,5.29,0.08,0.49,36.18,3.13,1
nobias,2783.23,3.01,72.6,0.0,32.43,16.46,0
