,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1722.57,3.43,0.0,0.54,23.94,0.0,0
GLAM,1723.31,3.95,0.75,0.4,24.44,4.55,0
nobias,1726.9,2.32,4.33,0.06,23.4,5.0,0
