,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1525.39,4.32,0.0,0.66,20.29,0.0,0
additive,1526.15,4.52,0.76,0.33,20.4,3.06,0
nobias,1532.18,3.6,6.79,0.02,19.92,5.51,0
