,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
multiplicative,1812.52,3.26,0.0,0.65,18.34,0.0,0
nobias,1813.77,2.27,1.25,0.35,18.69,4.06,0
additive,1814.08,3.77,1.56,0.0,18.62,2.84,0
