,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
multiplicative,1716.6,5.11,0.0,0.79,23.27,0.0,0
additive,1719.47,3.79,2.86,0.12,23.8,4.35,0
nobias,1773.82,3.96,57.22,0.08,23.26,15.42,0
