,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
nobias,1730.65,3.54,0.0,1.0,29.79,0.0,0
multiplicative,1732.25,4.08,1.6,0.0,29.49,1.55,0
additive,1732.81,4.34,2.17,0.0,29.48,1.04,0
