,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,1892.16,3.46,0.0,0.84,17.58,0.0,0
nobias,1896.62,2.31,4.47,0.0,16.96,4.75,0
multiplicative,1897.91,2.35,5.75,0.16,16.68,5.83,0
