,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1654.95,4.08,0.0,0.76,24.06,0.0,0
additive,1656.14,3.94,1.18,0.24,23.9,3.06,0
nobias,1676.48,3.04,21.52,0.0,22.91,9.18,0
