,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,23381.49,4.43,0.0,0.68,118.09,0.0,0
additive,23394.15,4.21,12.66,0.32,117.19,12.33,0
nobias,23770.86,3.41,389.37,0.0,111.83,35.52,0
