,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,1588.66,4.26,0.0,0.72,26.49,0.0,0
multiplicative,1590.67,5.25,2.01,0.28,26.97,4.28,0
nobias,1651.1,4.74,62.44,0.0,25.68,13.26,0
