,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,22034.87,3.51,0.0,0.77,107.58,0.0,0
additive,22043.42,3.62,8.56,0.23,108.24,8.04,0
nobias,22139.11,2.78,104.25,0.0,105.96,17.6,0
