,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,1588.7,5.14,0.0,0.94,22.89,0.0,0
multiplicative,1595.59,5.84,6.89,0.0,22.73,4.1,0
nobias,1620.99,3.35,32.29,0.06,19.74,11.74,0
