,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,21561.8,4.24,0.0,0.67,81.03,0.0,0
GLAM,21566.8,4.17,4.99,0.23,81.0,7.55,0
nobias,21631.15,3.07,69.35,0.09,80.88,19.62,0
