,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1729.85,3.87,0.0,0.64,22.46,0.0,0
GLAM,1731.14,4.05,1.28,0.36,23.63,4.16,0
nobias,1811.94,2.6,82.08,0.0,21.61,14.35,0
