,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,15771.17,4.21,0.0,0.68,78.75,0.0,0
GLAM,15780.15,4.33,8.98,0.32,78.55,10.29,0
nobias,15975.35,3.32,204.18,0.0,77.74,29.04,0
