,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1497.47,4.05,0.0,0.82,22.56,0.0,0
GLAM,1497.66,4.07,0.19,0.07,22.53,1.21,0
nobias,1506.51,3.1,9.03,0.11,22.74,6.81,0
